region,scenario,sector,indicator,year,value,unit,version,comments,source
GBR,Historical,LULUCF,Emissions (absolute),2015,0.99,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
ARE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,268,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
ARE,Historical,LULUCF,Emissions (absolute),2015,0,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
TUR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,474.47,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
TUR,Historical,LULUCF,Emissions (absolute),2015,-97.54,MtCO2e (GWP-AR4),2023-05-01,Historical emissions/removals from forestry,Latest country assessment
THA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,348,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
THA,Historical,LULUCF,Emissions (absolute),2015,-87.34,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
CHE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,46.88,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
CHE,Historical,LULUCF,Emissions (absolute),2015,-1.95,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
KOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,703.85,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
KOR,Historical,LULUCF,Emissions (absolute),2015,-44.3,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
SGP,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,51.77,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
SAU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,744,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,2033.33,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,LULUCF,Emissions (absolute),2015,-583.28,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
PHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,209.84,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
PER,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,93.8,MtCO2e (GWP-AR4),2022-09-01,"Historical emissions, excl forestry",Latest country assessment
NOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,54.03,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
NOR,Historical,LULUCF,Emissions (absolute),2015,-13.38,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
NGA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,271.32,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,80.45,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,LULUCF,Emissions (absolute),2015,-26.61,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
NPL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,39.1,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
MAR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,84.2,MtCO2e (GWP-AR4),2023-04-01,"Historical emissions, excl forestry",Latest country assessment
MEX,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,732.95,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
MEX,Historical,LULUCF,Emissions (absolute),2015,-193.2,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
KEN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,70.77,MtCO2e (GWP-AR4),2022-05-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,346.83,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,LULUCF,Emissions (absolute),2015,20.87,MtCO2e (GWP-AR4),2023-09-01,Historical emissions/removals from forestry,Latest country assessment
JPN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,1317.84,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
JPN,Historical,LULUCF,Emissions (absolute),2015,-56.13,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
IRN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,854,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,807.16,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
IDN,Historical,LULUCF,Emissions (absolute),2015,1565.58,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
IND,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,2876.47,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,894.18,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
DEU,Historical,LULUCF,Emissions (absolute),2015,-11.73,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
GMB,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,2.99,MtCO2e (GWP-AR4),2023-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,3789,MtCO2e (GWP-AR4),2024-02-01,"Historical emissions, excl forestry",Latest country assessment
EU27,Historical,LULUCF,Emissions (absolute),2015,-322,MtCO2e (GWP-AR4),2024-02-01,Historical emissions/removals from forestry,Latest country assessment
ETH,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,151.22,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
EGY,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,317,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
CRI,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,13.74,MtCO2e (GWP-AR4),2023-03-01,"Historical emissions, excl forestry",Latest country assessment
CRI,Historical,LULUCF,Emissions (absolute),2015,0.51,MtCO2e (GWP-AR4),2023-03-01,Historical emissions/removals from forestry,Latest country assessment
COL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,150.94,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
COL,Historical,LULUCF,Emissions (absolute),2015,62.41,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
CHN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,12675,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
CHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,107.35,MtCO2e (GWP-AR4),2022-11-01,"Historical emissions, excl forestry",Latest country assessment
CHL,Historical,LULUCF,Emissions (absolute),2015,-56.51,MtCO2e (GWP-AR4),2022-11-01,Historical emissions/removals from forestry,Latest country assessment
CAN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,732.54,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
CAN,Historical,LULUCF,Emissions (absolute),2015,-0.08,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
BRA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,1154.88,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
BRA,Historical,LULUCF,Emissions (absolute),2015,376.25,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
BTN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,2.18,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
BTN,Historical,LULUCF,Emissions (absolute),2015,-8.64,MtCO2e (GWP-AR4),2023-07-01,Historical emissions/removals from forestry,Latest country assessment
AUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,534.35,MtCO2e (GWP-AR4),2023-12-01,"Historical emissions, excl forestry",Latest country assessment
AUS,Historical,LULUCF,Emissions (absolute),2015,-4.79,MtCO2e (GWP-AR4),2023-12-01,Historical emissions/removals from forestry,Latest country assessment
ARG,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,340.42,MtCO2e (GWP-AR4),2023-07-01,"Historical emissions, excl forestry",Latest country assessment
ARG,Historical,LULUCF,Emissions (absolute),2015,39.78,MtCO2e (GWP-AR4),2023-07-01,Historical emissions/removals from forestry,Latest country assessment
ZAF,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2015,526.51,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
ZAF,Historical,LULUCF,Emissions (absolute),2015,-19.27,MtCO2e (GWP-AR4),2023-08-01,Historical dataset,Latest country assessment
VNM,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,349.89,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
VNM,Historical,LULUCF,Emissions (absolute),2016,-39.49,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
USA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,6559.14,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
USA,Historical,LULUCF,Emissions (absolute),2016,-820.49,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
UKR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,337.46,MtCO2e (GWP-AR4),2021-11-01,"Historical emissions, excl forestry",Latest country assessment
UKR,Historical,LULUCF,Emissions (absolute),2016,-2.31,MtCO2e (GWP-AR4),2021-11-01,Historical emissions/removals from forestry,Latest country assessment
GBR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,479.86,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
GBR,Historical,LULUCF,Emissions (absolute),2016,1.09,MtCO2e (GWP-AR4),2023-08-01,Historical emissions/removals from forestry,Latest country assessment
ARE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,260,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
ARE,Historical,LULUCF,Emissions (absolute),2016,0,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
TUR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,500.75,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
TUR,Historical,LULUCF,Emissions (absolute),2016,-95.97,MtCO2e (GWP-AR4),2023-05-01,Historical emissions/removals from forestry,Latest country assessment
THA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,363,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
THA,Historical,LULUCF,Emissions (absolute),2016,-87.05,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
CHE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,47.16,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
CHE,Historical,LULUCF,Emissions (absolute),2016,-1.98,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
KOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,704.97,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
KOR,Historical,LULUCF,Emissions (absolute),2016,-45.51,MtCO2e (GWP-AR4),2023-06-01,Historical emissions/removals from forestry,Latest country assessment
SGP,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,51.7,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
SGP,Historical,LULUCF,Emissions (absolute),2016,0.03,MtCO2e (GWP-AR4),2023-09-01,Historical emissions/removals from forestry,Latest country assessment
SAU,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,696,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,2033.97,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
RUS,Historical,LULUCF,Emissions (absolute),2016,-615.31,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
PHL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,221.95,MtCO2e (GWP-AR4),2023-05-01,"Historical emissions, excl forestry",Latest country assessment
PER,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,98,MtCO2e (GWP-AR4),2022-09-01,"Historical emissions, excl forestry",Latest country assessment
PER,Historical,LULUCF,Emissions (absolute),2016,108.99,MtCO2e (GWP-AR4),2022-09-01,Historical emissions/removals from forestry,Latest country assessment
NOR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,53.11,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
NOR,Historical,LULUCF,Emissions (absolute),2016,-13.31,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
NGA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,273.35,MtCO2e (GWP-AR4),2023-06-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,78.39,MtCO2e (GWP-AR4),2022-10-01,"Historical emissions, excl forestry",Latest country assessment
NZL,Historical,LULUCF,Emissions (absolute),2016,-26.24,MtCO2e (GWP-AR4),2022-10-01,Historical emissions/removals from forestry,Latest country assessment
NPL,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,42.6,MtCO2e (GWP-AR4),2023-08-01,"Historical emissions, excl forestry",Latest country assessment
MAR,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,85.4,MtCO2e (GWP-AR4),2023-04-01,"Historical emissions, excl forestry",Latest country assessment
MAR,Historical,LULUCF,Emissions (absolute),2016,-1.59,MtCO2e (GWP-AR4),2023-04-01,Historical emissions/removals from forestry,Latest country assessment
MEX,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,771.01,MtCO2e (GWP-AR4),2023-10-01,"Historical emissions, excl forestry",Latest country assessment
MEX,Historical,LULUCF,Emissions (absolute),2016,-184.69,MtCO2e (GWP-AR4),2023-10-01,Historical emissions/removals from forestry,Latest country assessment
KEN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,75.03,MtCO2e (GWP-AR4),2022-05-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,346.79,MtCO2e (GWP-AR4),2023-09-01,"Historical emissions, excl forestry",Latest country assessment
KAZ,Historical,LULUCF,Emissions (absolute),2016,19.05,MtCO2e (GWP-AR4),2023-09-01,Historical emissions/removals from forestry,Latest country assessment
JPN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),2016,1300.15,MtCO2e (GWP-AR4),2023-11-01,"Historical emissions, excl forestry",Latest country assessment
JPN,Historical,LULUCF,Emissions (absolute),2016,-52.29,MtCO2e (GWP-AR4),2023-11-01,Historical emissions/removals from forestry,Latest country assessment
