region,scenario,sector,indicator,year,value,unit,version,comments,source
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,98.58,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,105.09,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,111.61,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,118.12,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,124.63,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,132.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,140.8,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,148.88,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,156.97,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,165.05,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,82.12,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,84.32,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,86.52,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,88.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,90.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,93.11,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,96.01,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,98.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,101.81,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,104.7,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,107.6,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,110.93,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,114.25,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,117.58,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,120.9,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,124.23,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,81.81,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,82.51,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,83.22,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,83.92,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,84.63,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,85.33,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,86.87,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,88.41,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,89.95,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,91.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,93.04,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,94.74,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,96.45,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,98.16,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,99.87,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,101.57,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,80.85,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,74.58,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,68.32,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,62.05,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,55.79,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,49.53,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,47.57,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,45.61,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,43.65,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,41.69,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,39.73,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,38.52,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,37.32,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,36.11,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,34.9,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,33.7,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,82.53,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,86.75,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,90.97,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,95.19,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,99.41,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,103.63,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,111.08,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,118.53,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,125.98,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,133.44,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,140.89,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,148.83,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,156.77,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,164.71,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,172.65,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KEN,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,180.59,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,717.88,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,691.08,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,664.29,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,637.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,610.69,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,583.9,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,556.39,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,528.88,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,501.37,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,473.86,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,446.36,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,421.25,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,396.15,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,371.05,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,345.94,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,320.84,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,717.97,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,704.89,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,691.8,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,678.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,665.64,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,652.55,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,641.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,630.42,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,619.36,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,608.3,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,597.24,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,573.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,550.2,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,526.68,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,503.16,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,479.64,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,723.45,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,738.86,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,754.28,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,769.69,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,785.1,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,800.51,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,818.74,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,836.98,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,855.21,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,873.44,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,891.67,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,902.78,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,913.89,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,924.99,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,936.1,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,947.2,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,719.11,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,726.96,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,734.8,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,742.65,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,750.5,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,758.35,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,763.38,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,768.4,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,773.43,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,778.45,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,783.48,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,787.3,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,791.12,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,794.94,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,798.77,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,802.59,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,717.65,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,711.21,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,704.78,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,698.35,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,691.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,685.48,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,682.19,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,678.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,675.62,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,672.33,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,669.05,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,658.09,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,647.13,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,636.17,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,625.2,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,614.24,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,716.44,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,651.29,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,586.14,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,520.99,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,455.84,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,390.69,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
